ID,Category,Name,Details,URL
1,processor,"10th Gen Intel® Core™ i3-10100 Desktop Processor 6M Cache, 4 Cores up to 4.3GHz LGA 1200 (Intel® 400 Series Chipset) 65W","10th Gen Intel® Core™ i3-10100 Desktop Processor 6M Cache, 4 Cores up to 4.3GHz LGA 1200 (Intel® 400 Series Chipset) 65W",pcpricetracker.in/gen/products/07d557d19cd94fd0d1edf488a9e0a6a9
2,processor,"10th Gen Intel® Core™ i5-10400  Desktop Processor 12M Cache, 6 Cores up to 4.3GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110400","10th Gen Intel® Core™ i5-10400  Desktop Processor 12M Cache, 6 Cores up to 4.3GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110400",pcpricetracker.in/gen/products/577fedecd94d772cf2d3626c3d0f5180
3,processor,10th Gen Intel® Core™ i5-10600  Desktop Processor 6 Cores up to 4.8GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110600,10th Gen Intel® Core™ i5-10600  Desktop Processor 6 Cores up to 4.8GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110600,pcpricetracker.in/gen/products/92bae28b2a01442fbc58657ff988603f
4,processor,10th Gen Intel® Core™ i7-10700  Desktop Processor 8 Cores up to 4.8GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110700,10th Gen Intel® Core™ i7-10700  Desktop Processor 8 Cores up to 4.8GHz LGA 1200 (Intel® 400 Series Chipset) 65W BX8070110700,pcpricetracker.in/gen/products/f8f6e43bf12dc425a9d70a60a91a300e
5,processor,10th Gen Intel® Core™ i7-10700K  Marvel  Desktop Processor Marvel Avengers Special Edition 8 Cores up to 5.1GHz Unlocked LGA1200 (Intel® 400 Series chipset) 95W BX8070110700KA,10th Gen Intel® Core™ i7-10700K  Marvel  Desktop Processor Marvel Avengers Special Edition 8 Cores up to 5.1GHz Unlocked LGA1200 (Intel® 400 Series chipset) 95W BX8070110700KA,pcpricetracker.in/gen/products/efd212785e68b8881cd42bdeb8ff6cbe
6,processor,10th Gen Intel® Core™ i7-10700K  Desktop Processor 8 Cores up to 5.1GHz Unlocked LGA 1200 (Intel® 400 Series Chipset) 125W BX8070110700K,10th Gen Intel® Core™ i7-10700K  Desktop Processor 8 Cores up to 5.1GHz Unlocked LGA 1200 (Intel® 400 Series Chipset) 125W BX8070110700K,pcpricetracker.in/gen/products/4734e7a22be9e54487886c8ddeecb82c
7,processor,10th Gen Intel® Core™ i9-10900K Marvel Desktop Processor Marvel Avengers Special Edition 10 Cores up to 5.3GHz Unlocked LGA1200 (Intel® 400 Series chipset) 95W BX8070110900KA,10th Gen Intel® Core™ i9-10900K Marvel Desktop Processor Marvel Avengers Special Edition 10 Cores up to 5.3GHz Unlocked LGA1200 (Intel® 400 Series chipset) 95W BX8070110900KA,pcpricetracker.in/gen/products/36ca991315d6e32ddddbaed7f17d13fc
8,processor,6th Gen Intel® Core™ i3-6100  Desktop Processor 2 Core up to 3.7GHz LGA1151 (Intel® 200 Series chipset) 51W BX80662I36100,6th Gen Intel® Core™ i3-6100  Desktop Processor 2 Core up to 3.7GHz LGA1151 (Intel® 200 Series chipset) 51W BX80662I36100,pcpricetracker.in/gen/products/691ef8370fb9764b988abb784d46297b
9,processor,9th Gen Intel® Core™ i3-9100  Desktop Processor 4 Cores up to 4.2GHz LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I39100,9th Gen Intel® Core™ i3-9100  Desktop Processor 4 Cores up to 4.2GHz LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I39100,pcpricetracker.in/gen/products/4fa93d4bf595ca690f8b91dd72ff1bb7
10,processor,9th Gen Intel® Core™ i3-9100F  Desktop Processor 4 Cores up to 4.2GHz Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 65W BX80684i39100F,9th Gen Intel® Core™ i3-9100F  Desktop Processor 4 Cores up to 4.2GHz Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 65W BX80684i39100F,pcpricetracker.in/gen/products/29f4a1dbce8c3895c7998b00dd534a8f
11,processor,9th Gen Intel® Core™ i5-9400  Desktop Processor 6 Cores up to 4.1GHz LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I59400,9th Gen Intel® Core™ i5-9400  Desktop Processor 6 Cores up to 4.1GHz LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I59400,pcpricetracker.in/gen/products/e6c8ee2989f3651a274d9a34950a1815
12,processor,9th Gen Intel® Core™ i5-9400F Desktop Processor 6 Cores up to 4.1GHz Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I59400F,9th Gen Intel® Core™ i5-9400F Desktop Processor 6 Cores up to 4.1GHz Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 65W BX80684I59400F,pcpricetracker.in/gen/products/ba2813b63789b5a084449b6b4a143652
13,processor,9th Gen Intel® Core™ i5-9600K Desktop Processor 6 Cores up to 4.6GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684i59600K,9th Gen Intel® Core™ i5-9600K Desktop Processor 6 Cores up to 4.6GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684i59600K,pcpricetracker.in/gen/products/a4bebe9bcb819fda53dc4f51d9d82e60
14,processor,9th Gen Intel® Core™ i5-9600KF Desktop Processor 6 Cores up to 4.6GHz Unlocked Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 95W BX80684I59600KF,9th Gen Intel® Core™ i5-9600KF Desktop Processor 6 Cores up to 4.6GHz Unlocked Without Processor Graphics LGA 1151 (Intel® 300 Series Chipset) 95W BX80684I59600KF,pcpricetracker.in/gen/products/caab6b7ad45dc75913fd2b5bae987d30
15,processor,9th Gen Intel® Core™ i7-9700 Desktop Processor 8 Cores up to 4.7GHz LGA1151 (Intel® 300 Series chipset) 65W BX80684I79700,9th Gen Intel® Core™ i7-9700 Desktop Processor 8 Cores up to 4.7GHz LGA1151 (Intel® 300 Series chipset) 65W BX80684I79700,pcpricetracker.in/gen/products/b3865ca90182a629edd738b78724b228
16,processor,9th Gen Intel® Core™ i7-9700F Desktop Processor 8 Cores up to 4.7GHz Without Processor Graphics LGA1151 (Intel® 300 Series chipset) 65W BX80684I79700F,9th Gen Intel® Core™ i7-9700F Desktop Processor 8 Cores up to 4.7GHz Without Processor Graphics LGA1151 (Intel® 300 Series chipset) 65W BX80684I79700F,pcpricetracker.in/gen/products/ec6ff5ed4e6124c21468a7e9a68b258a
17,processor,9th Gen Intel® Core™ i7-9700K Desktop Processor 8 Cores up to 4.9GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684I79700K,9th Gen Intel® Core™ i7-9700K Desktop Processor 8 Cores up to 4.9GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684I79700K,pcpricetracker.in/gen/products/69286cf50685d8321c56a9b5c6608bf3
18,processor,9th Gen Intel® Core™ i7-9700KF Desktop Processor 8 Cores up to 4.9GHz Unlocked Without Processor Graphics LGA1151 (Intel® 300 Series chipset) 95W BX80684I79700KF,9th Gen Intel® Core™ i7-9700KF Desktop Processor 8 Cores up to 4.9GHz Unlocked Without Processor Graphics LGA1151 (Intel® 300 Series chipset) 95W BX80684I79700KF,pcpricetracker.in/gen/products/2db4aacd3c1fb5470bea558981ecf5d9
19,processor,9th Gen Intel® Core™ i9-9900K Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684I99900K,9th Gen Intel® Core™ i9-9900K Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX80684I99900K,pcpricetracker.in/gen/products/c4772d2a83b57c804d162423d64eca7d
20,processor,INTEL CORE I9-9900KF Coffee Lake 8-Core 3.6 GHz 9th Gen Desktop Processor Without Graphics BX80684I99900KF,INTEL CORE I9-9900KF Coffee Lake 8-Core 3.6 GHz 9th Gen Desktop Processor Without Graphics BX80684I99900KF,pcpricetracker.in/gen/products/2cf4c9796bb2142b82bfc0264f75837b
21,processor,"AMD Ryzen 3 3100 (4 Cores 8 Threads with Max Boost Clock of 3.9GHz, Base Clock of 3.6GHz and 18MB Game Cache)","AMD Ryzen 3 3100 (4 Cores 8 Threads with Max Boost Clock of 3.9GHz, Base Clock of 3.6GHz and 18MB Game Cache)",pcpricetracker.in/gen/products/d11f42b93ccb4b50a5cf2b07518b5f7e
22,processor,"AMD Ryzen 3 3200G With Radeon RX Vega 8 Graphics (4 Cores 4 Threads With Max Boost Clock Of 4GHz, Base Clock Of 3.6GHz And 6MB Game Cache)","AMD Ryzen 3 3200G With Radeon RX Vega 8 Graphics (4 Cores 4 Threads With Max Boost Clock Of 4GHz, Base Clock Of 3.6GHz And 6MB Game Cache)",pcpricetracker.in/gen/products/7a742f8600b1d42f982a689a5b069ccc
23,processor,"AMD RYZEN 5 3400G WITH RADEON RX VEGA 11 GRAPHICS (4 CORES 8 THREADS WITH MAX BOOST CLOCK OF 4.2GHz,BASE CLOCK OF 3.7GHz AND 6MB GAME CACHE)","AMD RYZEN 5 3400G WITH RADEON RX VEGA 11 GRAPHICS (4 CORES 8 THREADS WITH MAX BOOST CLOCK OF 4.2GHz,BASE CLOCK OF 3.7GHz AND 6MB GAME CACHE)",pcpricetracker.in/gen/products/2990a4c867a40c4b48489e296bccf1cc
24,processor,"AMD RYZEN 5 3500 (6 CORES 6 THREADS,WITH BASE CLOCK OF 3.6GHz,MAX BOOST CLOCK OF 4.1GHz AND 19MB GAME CACHE)","AMD RYZEN 5 3500 (6 CORES 6 THREADS,WITH BASE CLOCK OF 3.6GHz,MAX BOOST CLOCK OF 4.1GHz AND 19MB GAME CACHE)",pcpricetracker.in/gen/products/a14f7ee654d138ee9d520e5fd7b541d6
25,processor,AMD RYZEN 5 3500X 6-Core 3.6 GHz (4.1 GHz Turbo) Socket AM4 Desktop Processor 100-100000158CBX,AMD RYZEN 5 3500X 6-Core 3.6 GHz (4.1 GHz Turbo) Socket AM4 Desktop Processor 100-100000158CBX,pcpricetracker.in/gen/products/924bc715a93d8c8d0707a704b962f6b1
26,processor,AMD RYZEN 5 3600 AMD RYZEN 5 3600 PROCESSOR (UPTO 4.2 GHZ / 35 MB CACHE),AMD RYZEN 5 3600 AMD RYZEN 5 3600 PROCESSOR (UPTO 4.2 GHZ / 35 MB CACHE),pcpricetracker.in/gen/products/ef42d83fb063326417039e11a8f18b2e
27,processor,AMD Ryzen 5 3600X AMD Ryzen 5 3600X 3rd Gen Desktop Processor 100-100000022BOX,AMD Ryzen 5 3600X AMD Ryzen 5 3600X 3rd Gen Desktop Processor 100-100000022BOX,pcpricetracker.in/gen/products/9e67b1095944902ca4c79e27c020ef93
28,processor,AMD Ryzen 5 3600XT AMD Ryzen 5 3600XT Gen3 6 Core AM4 Processor with Wraith Spire Cooler,AMD Ryzen 5 3600XT AMD Ryzen 5 3600XT Gen3 6 Core AM4 Processor with Wraith Spire Cooler,pcpricetracker.in/gen/products/0c468fd9ead448e9fa55317015a61c16
29,processor,AMD Ryzen 5 PRO 4650G AMD Ryzen 5 PRO 4650G 3.7GHz 6 Cores-12 Threads Processor,AMD Ryzen 5 PRO 4650G AMD Ryzen 5 PRO 4650G 3.7GHz 6 Cores-12 Threads Processor,pcpricetracker.in/gen/products/b832bf8eb22b123911e556d55938ba6d
30,processor,AMD RYZEN 7 2700X AMD RYZEN 7 2700X 2nd GENERATION OCTA CORE PROCESSOR,AMD RYZEN 7 2700X AMD RYZEN 7 2700X 2nd GENERATION OCTA CORE PROCESSOR,pcpricetracker.in/gen/products/8df117968b7c7451b7e266c39192df1b
31,processor,AMD RYZEN 7 2700X GOLD  AMD RYZEN 7 2700X GOLD PROCESSOR (UPTO 4.3 GHZ / 20 MB CACHE),AMD RYZEN 7 2700X GOLD  AMD RYZEN 7 2700X GOLD PROCESSOR (UPTO 4.3 GHZ / 20 MB CACHE),pcpricetracker.in/gen/products/c080a9ffa69f72aca169a619b68d88bb
32,processor,"AMD Ryzen 7 3700X (8 Cores 16 Threads With Max Boost Clock Of 4.4GHz, Base Clock Of 3.6GHz And 36MB Game Cache)","AMD Ryzen 7 3700X (8 Cores 16 Threads With Max Boost Clock Of 4.4GHz, Base Clock Of 3.6GHz And 36MB Game Cache)",pcpricetracker.in/gen/products/564b5fca8ec48dbe861b54bd2ed18cb6
33,processor,"AMD Ryzen 7 3800X  (8 Cores 16 Threads, With Max Boost Clock Of 4.5GHz, Base Clock Of 3.9GHz And 36MB Game Cache)","AMD Ryzen 7 3800X  (8 Cores 16 Threads, With Max Boost Clock Of 4.5GHz, Base Clock Of 3.9GHz And 36MB Game Cache)",pcpricetracker.in/gen/products/8337692cb63e33f71a57658339206237
34,processor,"AMD Ryzen 7 3800XT PROCESSOR (8 CORES 16 THREADS WITH MAX BOOST CLOCK OF 4.7GHz, BASE CLOCK OF 3.9GHz AND 36MB GAME CACHE)","AMD Ryzen 7 3800XT PROCESSOR (8 CORES 16 THREADS WITH MAX BOOST CLOCK OF 4.7GHz, BASE CLOCK OF 3.9GHz AND 36MB GAME CACHE)",pcpricetracker.in/gen/products/5ce54a46670c02c1b1c83f7ecb4c19a8
35,processor,"AMD Ryzen 9 3900X (12 Cores 24 Threads, With Max Boost Clock Of 4.6GHz, Base Clock Of 3.8GHz And 70MB Game Cache)","AMD Ryzen 9 3900X (12 Cores 24 Threads, With Max Boost Clock Of 4.6GHz, Base Clock Of 3.8GHz And 70MB Game Cache)",pcpricetracker.in/gen/products/d36b519604a42a96300fb4cda271dca2
36,processor,"AMD Ryzen 9 3900XT (12 CORES 24 THREADS WITH MAX BOOST CLOCK OF 4.7GHz, BASE CLOCK OF 3.8GHz AND 70MB GAME CACHE)","AMD Ryzen 9 3900XT (12 CORES 24 THREADS WITH MAX BOOST CLOCK OF 4.7GHz, BASE CLOCK OF 3.8GHz AND 70MB GAME CACHE)",pcpricetracker.in/gen/products/af38fdee6af3902c9c89838a51049ceb
37,processor,"AMD Ryzen 9 3950X (16 Cores 32 Threads,With Max Boost Clock Of 4.7GHz, Base Clock Of 3.5GHz And 72MB Game Cache)","AMD Ryzen 9 3950X (16 Cores 32 Threads,With Max Boost Clock Of 4.7GHz, Base Clock Of 3.5GHz And 72MB Game Cache)",pcpricetracker.in/gen/products/d6abaa941056f19f315adf659e34da40
38,processor,"AMD RYZEN THREADRIPPER 3960X (24 CORES 48 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.8GHz AND 140MB CACHE MEMORY )","AMD RYZEN THREADRIPPER 3960X (24 CORES 48 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.8GHz AND 140MB CACHE MEMORY )",pcpricetracker.in/gen/products/6a21efc4a71ce6b9727e2fabd5c491f6
39,processor,9th Gen Intel® Core™ i9-9900K (New Box) Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX806849900K (New Box),9th Gen Intel® Core™ i9-9900K (New Box) Desktop Processor 8 Cores up to 5.0GHz Unlocked LGA1151 (Intel® 300 Series chipset) 95W BX806849900K (New Box),pcpricetracker.in/gen/products/348855fcc43ed998975e480c83db3d5b
40,processor,"AMD RYZEN THREADRIPPER 3970X (32 CORES 64 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.7GHz AND 144MB CACHE MEMORY)","AMD RYZEN THREADRIPPER 3970X (32 CORES 64 THREADS,WITH MAX BOOST CLOCK OF 4.5GHz,BASE CLOCK OF 3.7GHz AND 144MB CACHE MEMORY)",pcpricetracker.in/gen/products/5055a451a402270c9861527ace152257
41,processor,AMD Ryzen 2nd Gen Threadripper 2920X,AMD Ryzen 2nd Gen Threadripper 2920X,pcpricetracker.in/gen/products/b2442c17c7874201e3ff19360854c8e2
42,processor,"AMD ATHLON 200GE PROCESSOR (5MB CACHE, UPTO 3.2 GHZ)","AMD ATHLON 200GE PROCESSOR (5MB CACHE, UPTO 3.2 GHZ)",pcpricetracker.in/gen/products/d101da8a9e27f14e56431dade50cf531
43,processor,AMD Ryzen 2nd Gen Threadripper 2950X Processor,AMD Ryzen 2nd Gen Threadripper 2950X Processor,pcpricetracker.in/gen/products/80350816d3fdd8630dd0f5b6109809d3
44,processor,AMD Ryzen 2nd Gen Threadripper 2970WX Desktop Processor,AMD Ryzen 2nd Gen Threadripper 2970WX Desktop Processor,pcpricetracker.in/gen/products/8e42443ba814c2691c1fe242dc0fa3c9
45,processor,AMD RYZEN 3 3300X PROCESSOR ( Upto 4.3 GHz / 18 MB Cache),AMD RYZEN 3 3300X PROCESSOR ( Upto 4.3 GHz / 18 MB Cache),pcpricetracker.in/gen/products/1cc072ee4df0ca8975a49c1eb9a2b26e
46,processor,AMD Ryzen 3 PRO 4350G 3.8GHz Processor,AMD Ryzen 3 PRO 4350G 3.8GHz Processor,pcpricetracker.in/gen/products/dec987ceed557a72d4d7cbc624f24364
47,processor,AMD RYZEN 5 1600 PROCESSOR,AMD RYZEN 5 1600 PROCESSOR,pcpricetracker.in/gen/products/c9b55314d9e530896bb2b352ee923cf9
48,processor,AMD RYZEN 5 1600X 3.6 GHz (4.0 GHz Turbo) Socket AM4 95W Desktop Processor,AMD RYZEN 5 1600X 3.6 GHz (4.0 GHz Turbo) Socket AM4 95W Desktop Processor,pcpricetracker.in/gen/products/e90e10af7fb11f978e1e90e370ece71f
49,processor,AMD RYZEN 5 2400G APU Series Desktop Processor,AMD RYZEN 5 2400G APU Series Desktop Processor,pcpricetracker.in/gen/products/9afcc1c304ed1b16ce352d57251073cd
50,processor,AMD RYZEN 5 2600 PROCESSOR,AMD RYZEN 5 2600 PROCESSOR,pcpricetracker.in/gen/products/523103c1169d58719fede4f3d22ef3d9
51,processor,AMD RYZEN 5 2600X PROCESSOR,AMD RYZEN 5 2600X PROCESSOR,pcpricetracker.in/gen/products/a1d14f61222832585a4d390db74052cb
52,processor,AMD RYZEN 7 2700 8-Core 3.2 GHz (4.1 GHz Max Boost) Socket AM4 Processor,AMD RYZEN 7 2700 8-Core 3.2 GHz (4.1 GHz Max Boost) Socket AM4 Processor,pcpricetracker.in/gen/products/c242234fcdb1080e6c5f1b219440e3ce
53,processor,AMD RYZEN THREADRIPPER 3990X,AMD RYZEN THREADRIPPER 3990X,pcpricetracker.in/gen/products/7f668e26bcb9a7e3c1785482d5681030
54,processor,"INTEL PENTIUM GOLD G5400 PROCESSOR (4M Cache, 3.70 GHz)","INTEL PENTIUM GOLD G5400 PROCESSOR (4M Cache, 3.70 GHz)",pcpricetracker.in/gen/products/5a5279b8eefd36b65dbb936ddb2de1cc
55,processor,Intel® Pentium® Gold G5420 Desktop Processor 2 Core up to 3.80 GHz LGA1151 (Intel® 300 Series chipset) 54W BX80684G5420,Intel® Pentium® Gold G5420 Desktop Processor 2 Core up to 3.80 GHz LGA1151 (Intel® 300 Series chipset) 54W BX80684G5420,pcpricetracker.in/gen/products/2cd7fae97423507cd4239f2408d48368
56,processor,Intel Core i3-7100 7100 Kaby Lake Desktop Processor 3M Cache 3.90 GHz,Intel Core i3-7100 7100 Kaby Lake Desktop Processor 3M Cache 3.90 GHz,pcpricetracker.in/gen/products/1d86fefedd099698b550d3bd41434b89
57,processor,Intel Core i3-9100 Coffee Lake 4-Core 3.6 GHz Processor BX80684I39100,Intel Core i3-9100 Coffee Lake 4-Core 3.6 GHz Processor BX80684I39100,pcpricetracker.in/gen/products/b400ebd9921b849ba61ce86385679bda
58,processor,Intel Core I7-8700 3.20 GHz Coffee Lake 8TH GEN Processor,Intel Core I7-8700 3.20 GHz Coffee Lake 8TH GEN Processor,pcpricetracker.in/gen/products/f02a192fafae9e69402b9c280b72191f
